Date,Open,High,Low,Close,Adj Close,Volume
2020-04-12,6885.0,7197.0,6780.5,6905.5,6905.5,1720103437
2020-04-13,6905.5,6930.5,6540.0,6853.0,6853.0,2252284386
2020-04-14,6853.0,6985.5,6765.0,6868.0,6868.0,1400091537
2020-04-15,6868.0,6940.0,6601.5,6615.5,6615.5,1489184700
2020-04-16,6615.5,7245.0,6463.0,7106.5,7106.5,3006153467
2020-04-17,7106.5,7156.5,6991.0,7025.0,7025.0,1225409067
2020-04-18,7025.0,7305.0,7005.5,7256.5,7256.5,1302161155
2020-04-19,7256.5,7274.0,7053.0,7125.5,7125.5,1139540564
2020-04-20,7125.5,7237.5,6751.5,6833.0,6833.0,2362464868
2020-04-21,6833.0,6959.0,6762.5,6848.5,6848.5,1528684889
2020-04-22,6848.5,7189.0,6822.0,7133.5,7133.5,1450803027
2020-04-23,7133.5,7802.0,7023.5,7492.0,7492.0,2488032747
2020-04-24,7492.0,7610.0,7380.0,7503.5,7503.5,1473830307
2020-04-25,7503.5,7745.0,7431.0,7542.0,7542.0,1362595381
2020-04-26,7542.0,7720.0,7450.0,7702.5,7702.5,1432590477
2020-04-27,7702.5,7836.5,7625.0,7788.0,7788.0,1663495897
2020-04-28,7788.0,7795.5,7651.0,7752.0,7752.0,1154456663
2020-04-29,7752.0,8978.0,7706.0,8794.0,8794.0,5110631297
2020-04-30,8794.0,9481.0,8407.0,8627.5,8627.5,5794365072
2020-05-01,8627.5,9065.0,8622.5,8832.0,8832.0,2573647732
2020-05-02,8832.0,9020.0,8755.0,8980.5,8980.5,1560102376
2020-05-03,8980.5,9200.0,8724.5,8907.5,8907.5,2666607086
2020-05-04,8907.5,8970.0,8527.0,8885.0,8885.0,2424132603
2020-05-05,8885.0,9122.0,8760.0,9025.5,9025.5,2291572960
2020-05-06,9025.5,9424.5,8920.0,9153.5,9153.5,2902813165
2020-05-07,9153.5,10085.5,9009.0,10010.0,10010.0,4370697867
2020-05-08,10010.0,10050.0,9728.5,9806.5,9806.5,3138865117
2020-05-09,9806.5,9914.5,9511.0,9537.5,9537.5,2448399578
2020-05-10,9537.5,9570.5,8100.0,8727.5,8727.5,5273700229
2020-05-11,8727.5,9163.0,8160.0,8565.5,8565.5,4956763516
2020-05-12,8565.5,8979.5,8529.0,8822.5,8822.5,2175540768
2020-05-13,8822.5,9415.0,8803.5,9314.5,9314.5,2308094044
2020-05-14,9314.5,9970.0,9260.0,9801.5,9801.5,3582078491
2020-05-15,9801.5,9857.0,9100.0,9315.5,9315.5,3557587206
2020-05-16,9315.5,9593.0,9219.5,9384.0,9384.0,1695988070
2020-05-17,9384.0,9910.0,9335.0,9677.0,9677.0,1906941149
2020-05-18,9677.0,9979.0,9280.0,9727.0,9727.0,2328475675
2020-05-19,9727.0,9911.0,9401.0,9786.5,9786.5,2217743953
2020-05-20,9786.5,9850.0,9273.0,9505.0,9505.0,2171424772
2020-05-21,9505.0,9570.5,8800.0,9059.0,9059.0,2627516144
2020-05-22,9059.0,9264.0,8926.0,9159.5,9159.5,1470310195
2020-05-23,9159.5,9310.0,9075.0,9168.5,9168.5,1121957426
2020-05-24,9168.5,9305.5,8669.0,8705.5,8705.5,2071794094
2020-05-25,8705.5,8978.0,8618.0,8893.5,8893.5,1624486471
2020-05-26,8893.5,9014.5,8686.0,8838.5,8838.5,1533118499
2020-05-27,8838.5,9230.0,8811.5,9205.0,9205.0,1580447514
2020-05-28,9205.0,9629.0,9105.5,9582.5,9582.5,1783582616
2020-05-29,9582.5,9610.0,9328.0,9427.5,9427.5,1306089040
2020-05-30,9427.5,9765.0,9323.0,9702.0,9702.0,1437913147
2020-05-31,9702.0,9707.0,9382.0,9445.5,9445.5,1326927953
2020-06-01,9445.5,10473.0,9420.0,10250.5,10250.5,2221794381
2020-06-02,10250.5,10273.0,8600.5,9520.0,9520.0,2585912904
2020-06-03,9520.0,9695.0,9383.0,9668.0,9668.0,1103857150
2020-06-04,9668.0,9898.0,9406.0,9799.0,9799.0,1624745461
2020-06-05,9799.0,9860.5,9577.0,9610.5,9610.5,1486778525
2020-06-06,9610.5,9770.0,9526.0,9668.5,9668.5,979168883
2020-06-07,9668.5,9845.5,9360.0,9760.5,9760.5,1791286313
2020-06-08,9760.5,9825.0,9650.0,9793.0,9793.0,1176497554
2020-06-09,9793.0,9899.0,9465.0,9784.0,9784.0,1434255877
2020-06-10,9784.0,10180.0,9600.5,9894.0,9894.0,1352445011
2020-06-11,9894.0,10050.0,9012.0,9259.0,9259.0,2838725012
2020-06-12,9259.0,9547.0,9222.5,9459.5,9459.5,1233783617
2020-06-13,9459.5,9500.0,9330.0,9476.0,9476.0,714012720
2020-06-14,9476.0,9483.0,9232.0,9327.0,9327.0,940678663
2020-06-15,9327.0,9544.5,8892.0,9426.0,9426.0,2314161709
2020-06-16,9426.0,9599.5,9387.0,9522.5,9522.5,1275427288
2020-06-17,9522.5,9576.0,9219.5,9452.5,9452.5,1354980917
2020-06-18,9452.5,9495.0,9268.5,9374.0,9374.0,917426917
2020-06-19,9374.0,9450.0,9226.0,9296.5,9296.5,1297704623
2020-06-20,9296.5,9399.0,9141.0,9358.5,9358.5,931809409
2020-06-21,9358.5,9424.5,9272.0,9286.5,9286.5,647865073
2020-06-22,9286.5,9794.5,9272.0,9692.0,9692.0,1357919700
2020-06-23,9692.0,9724.5,9580.0,9624.0,9624.0,884855830
2020-06-24,9624.0,9668.5,9200.0,9287.0,9287.0,1825790740
2020-06-25,9287.0,9336.5,8981.0,9240.0,9240.0,1511880706
2020-06-26,9240.0,9286.0,9025.0,9148.5,9148.5,1375341566
2020-06-27,9148.5,9186.0,8827.0,8997.5,8997.5,1152481781
2020-06-28,8997.5,9185.0,8927.5,9114.5,9114.5,762355479
2020-06-29,9114.5,9234.5,9013.0,9188.0,9188.0,1012013657
2020-06-30,9188.0,9198.0,9040.0,9132.5,9132.5,816651655
2020-07-01,9132.5,9296.5,9086.5,9234.5,9234.5,998150625
2020-07-02,9234.5,9259.0,8932.0,9084.5,9084.5,1434090493
2020-07-03,9084.5,9122.0,9016.0,9055.5,9055.5,541298881
2020-07-04,9055.5,9196.5,9039.5,9142.0,9142.0,604764682
2020-07-05,9142.0,9143.0,8906.5,9078.0,9078.0,920008314
2020-07-06,9078.0,9389.0,9066.0,9348.0,9348.0,1314548157
2020-07-07,9348.0,9388.5,9202.5,9251.0,9251.0,840537930
2020-07-08,9251.0,9490.0,9233.5,9443.0,9443.0,1151562304
2020-07-09,9443.0,9443.5,9161.0,9235.5,9235.5,1287224190
2020-07-10,9235.5,9320.0,9114.0,9290.5,9290.5,958497314
2020-07-11,9290.5,9302.0,9183.0,9232.0,9232.0,485313627
2020-07-12,9232.0,9353.0,9160.0,9305.0,9305.0,885341892
2020-07-13,9305.0,9378.5,9198.0,9230.0,9230.0,952998765
2020-07-14,9230.0,9277.0,9076.0,9256.5,9256.5,921755131
2020-07-15,9256.5,9273.0,9150.0,9188.0,9188.0,738636331
2020-07-16,9188.0,9213.0,9026.5,9130.5,9130.5,926726125
2020-07-17,9130.5,9181.0,9080.5,9154.0,9154.0,528872495
2020-07-18,9154.0,9228.0,9113.5,9172.5,9172.5,461545873
2020-07-19,9172.5,9250.0,9089.0,9219.0,9219.0,589195390
2020-07-20,9219.0,9228.0,9125.0,9160.0,9160.0,540319829
2020-07-21,9160.0,9447.0,9155.5,9393.0,9393.0,1264071828
2020-07-22,9393.0,9584.0,9290.0,9537.5,9537.5,972162224
2020-07-23,9537.5,9692.5,9452.0,9611.5,9611.5,1178335665
2020-07-24,9611.5,9648.5,9477.5,9549.0,9549.0,958889621
2020-07-25,9549.0,9765.0,9538.0,9712.0,9712.0,987156909
2020-07-26,9712.0,10272.0,9664.0,9940.5,9940.5,1802767312
2020-07-27,9940.5,11431.0,9940.0,11063.5,11063.5,4947737792
2020-07-28,11063.5,11270.0,10603.0,10941.5,10941.5,3202769044
2020-07-29,10941.5,11362.5,10865.0,11108.5,11108.5,2098115704
2020-07-30,11108.5,11198.0,10845.5,11127.5,11127.5,1500081116
2020-07-31,11127.5,11470.0,10970.5,11361.0,11361.0,2064106128
2020-08-01,11361.0,11908.5,11246.0,11827.5,11827.5,2475714514
2020-08-02,11827.5,12163.5,10560.0,11072.0,11072.0,3479179292
2020-08-03,11072.0,11484.5,10931.0,11244.0,11244.0,1536256355
2020-08-04,11244.0,11429.0,10981.5,11188.0,11188.0,1551641491
2020-08-05,11188.0,11800.0,11042.0,11765.5,11765.5,1900928277
2020-08-06,11765.5,11924.0,11583.5,11768.5,11768.5,1699933174
2020-08-07,11768.5,11919.0,11330.0,11600.0,11600.0,2048399616
2020-08-08,11600.0,11822.0,11530.0,11773.0,11773.0,1087906266
2020-08-09,11773.0,11821.5,11532.5,11691.0,11691.0,1015369966
2020-08-10,11691.0,12110.0,11435.5,11900.5,11900.5,2411212574
2020-08-11,11900.5,11949.5,11125.0,11383.0,11383.0,2816090978
2020-08-12,11383.0,11619.5,11078.5,11570.5,11570.5,1516495486
2020-08-13,11570.5,11820.0,11270.5,11805.0,11805.0,1935771382
2020-08-14,11805.0,11868.5,11658.5,11777.0,11777.0,1134968692
2020-08-15,11777.0,12013.0,11690.5,11864.5,11864.5,1376560697
2020-08-16,11864.5,11941.0,11700.0,11926.0,11926.0,1128671195
2020-08-17,11926.0,12500.0,11620.5,12308.5,12308.5,2605664248
2020-08-18,12308.5,12404.5,11810.5,11956.5,11956.5,2219401770
2020-08-19,11956.5,12019.5,11540.0,11761.0,11761.0,2074507698
2020-08-20,11761.0,11897.0,11676.0,11869.0,11869.0,929068278
2020-08-21,11869.0,11884.5,11483.0,11529.5,11529.5,1729186824
2020-08-22,11529.5,11686.0,11373.0,11675.5,11675.5,1031435065
2020-08-23,11675.5,11711.0,11530.5,11657.0,11657.0,848794552
2020-08-24,11657.0,11835.0,11605.0,11757.5,11757.5,1027357727
2020-08-25,11757.5,11771.5,11101.5,11319.0,11319.0,2290436953
2020-08-26,11319.0,11550.0,11251.0,11466.0,11466.0,1410010209
2020-08-27,11466.0,11599.0,11116.5,11331.5,11331.5,2232804815
2020-08-28,11331.5,11548.5,11284.5,11528.5,11528.5,1105951574
2020-08-29,11528.5,11590.5,11414.5,11483.0,11483.0,830101571
2020-08-30,11483.0,11724.0,11470.0,11719.0,11719.0,989754767
2020-08-31,11719.0,11794.0,11571.5,11658.0,11658.0,1301120346
2020-09-01,11658.0,12071.0,11540.5,11937.0,11937.0,1987744352
2020-09-02,11937.0,11957.5,11165.0,11398.5,11398.5,2547385654
2020-09-03,11398.5,11473.0,9922.0,10144.0,10144.0,3582711111
2020-09-04,10144.0,10636.0,9880.0,10455.0,10455.0,2496103902
2020-09-05,10455.0,10570.0,9817.5,10161.5,10161.5,2295656172
2020-09-06,10161.5,10347.0,9993.0,10250.5,10250.5,1164344776
2020-09-07,10250.5,10413.0,9867.0,10379.5,10379.5,1690275573
2020-09-08,10379.5,10460.5,9811.0,10126.5,10126.5,2186141321
2020-09-09,10126.5,10350.0,9982.5,10222.5,10222.5,1103571425
2020-09-10,10222.5,10488.0,10219.0,10343.0,10343.0,1143320649
2020-09-11,10343.0,10430.0,10200.5,10395.5,10395.5,843676265
2020-09-12,10395.5,10477.0,10271.0,10441.0,10441.0,572741240
2020-09-13,10441.0,10583.0,10201.5,10328.0,10328.0,1033507088
2020-09-14,10328.0,10750.0,10251.0,10671.5,10671.5,1335592644
2020-09-15,10671.5,10925.0,10621.0,10776.0,10776.0,1381492211
2020-09-16,10776.0,11091.5,10659.0,10949.5,10949.5,1349236607
2020-09-17,10949.5,11045.0,10737.0,10942.0,10942.0,1090445146
2020-09-18,10942.0,11039.5,10815.5,10927.5,10927.5,882174620
2020-09-19,10927.5,11192.0,10892.0,11080.0,11080.0,949727352
2020-09-20,11080.0,11080.5,10763.5,10913.0,10913.0,950477420
2020-09-21,10913.0,10984.0,10280.0,10411.0,10411.0,1937060896
2020-09-22,10411.0,10570.0,10328.5,10523.0,10523.0,1054002000
2020-09-23,10523.0,10533.0,10130.0,10228.0,10228.0,1172400450
2020-09-24,10228.0,10813.5,10190.5,10739.5,10739.5,1491937080
2020-09-25,10739.5,10757.5,10551.0,10689.0,10689.0,1015842106
2020-09-26,10689.0,10829.5,10655.0,10729.5,10729.5,668587708
2020-09-27,10729.5,10795.0,10590.0,10775.0,10775.0,767602632
2020-09-28,10775.0,10946.0,10599.0,10688.0,10688.0,1100141402
2020-09-29,10688.0,10855.0,10600.0,10839.5,10839.5,967088415
2020-09-30,10839.5,10842.0,10650.0,10778.5,10778.5,905149206
2020-10-01,10778.5,10980.0,10450.0,10607.0,10607.0,1693116204
2020-10-02,10607.0,10655.0,10376.0,10563.5,10563.5,1165536603
2020-10-03,10563.5,10610.5,10493.0,10544.0,10544.0,472896875
2020-10-04,10544.0,10698.5,10522.0,10672.5,10672.5,496221891
2020-10-05,10672.5,10798.5,10621.5,10788.5,10788.5,660645024
2020-10-06,10788.5,10795.5,10505.0,10591.0,10591.0,967073304
2020-10-07,10591.0,10675.0,10552.0,10668.5,10668.5,585066308
2020-10-08,10668.5,10954.0,10525.5,10926.5,10926.5,1071262005
2020-10-09,10926.5,11102.5,10833.0,11056.5,11056.5,759471629
2020-10-10,11056.5,11490.0,11055.5,11297.0,11297.0,1032606981
2020-10-11,11297.0,11449.0,11279.0,11371.0,11371.0,765624818
2020-10-12,11371.0,11730.0,11190.0,11544.0,11544.0,1400865680
2020-10-13,11544.0,11560.0,11313.0,11424.0,11424.0,1081121228
2020-10-14,11424.0,11555.0,11289.0,11416.5,11416.5,963252867
2020-10-15,11416.5,11645.0,11271.5,11510.0,11510.0,1057990261
2020-10-16,11510.0,11549.0,11212.0,11320.0,11320.0,1084343083
2020-10-17,11320.0,11413.5,11221.5,11364.0,11364.0,525201699
2020-10-18,11364.0,11509.0,11347.0,11507.0,11507.0,515252202
2020-10-19,11507.0,11835.0,11417.0,11752.0,11752.0,1207957271
2020-10-20,11752.0,12059.0,11675.5,11914.5,11914.5,1654398028
2020-10-21,11914.5,13239.0,11895.0,12814.0,12814.0,3417940359
2020-10-22,12814.0,13219.0,12665.5,12990.5,12990.5,1976997877
2020-10-23,12990.5,13042.5,12727.5,12941.0,12941.0,1149209117
2020-10-24,12941.0,13186.0,12888.0,13129.5,13129.5,903314606
2020-10-25,13129.5,13377.0,12855.0,13038.0,13038.0,1196467410
2020-10-26,13038.0,13270.0,12776.0,13069.0,13069.0,1610805969
2020-10-27,13069.0,13801.5,13060.0,13642.5,13642.5,2128904272
2020-10-28,13642.5,13854.5,12905.5,13268.0,13268.0,2590188154
2020-10-29,13268.0,13638.0,12983.0,13461.5,13461.5,1960110483
2020-10-30,13461.5,13675.0,13119.5,13557.5,13557.5,1884089370
2020-10-31,13557.5,14135.0,13421.0,13802.5,13802.5,1772871976
2020-11-01,13802.5,13903.0,13622.5,13756.5,13756.5,922811251
2020-11-02,13756.5,13840.0,13212.5,13566.0,13566.0,1740227757
2020-11-03,13566.0,14077.0,13288.0,14034.0,14034.0,1673203841
2020-11-04,14034.0,14279.0,13533.5,14151.5,14151.5,2129841518
2020-11-05,14151.5,15791.5,14114.0,15605.0,15605.0,3180721468
2020-11-06,15605.0,15979.0,15200.5,15608.5,15608.5,2827497868
2020-11-07,15608.5,15780.0,14366.5,14838.0,14838.0,2592662622
2020-11-08,14838.0,15670.0,14738.0,15499.0,15499.0,1455313545
2020-11-09,15499.0,15875.5,14843.0,15342.5,15342.5,2377187415
2020-11-10,15342.5,15490.0,15079.5,15309.5,15309.5,1355001035
2020-11-11,15309.5,16067.0,15288.5,15719.0,15719.0,1559444291
2020-11-12,15719.0,16368.5,15460.0,16316.0,16316.0,2229996928
2020-11-13,16316.0,16499.0,15965.5,16340.0,16340.0,1579054970
2020-11-14,16340.0,16340.0,15718.0,16083.0,16083.0,1295478185
2020-11-15,16083.0,16169.5,15795.0,15973.0,15973.0,1008923756
2020-11-16,15973.0,16886.0,15889.5,16718.0,16718.0,1715669172
2020-11-17,16718.0,17890.0,16532.5,17683.5,17683.5,2840549478
2020-11-18,17683.5,18500.0,17221.0,17788.5,17788.5,3789521364
2020-11-19,17788.5,18230.5,17350.0,17824.0,17824.0,2165844721
2020-11-20,17824.0,18837.5,17763.0,18672.5,18672.5,2331879627
2020-11-21,18672.5,18989.5,18283.5,18725.0,18725.0,1851016742
2020-11-22,18725.0,18781.5,17656.0,18464.0,18464.0,2186105725
2020-11-23,18464.0,18785.0,18045.0,18393.5,18393.5,2156681517
2020-11-24,18393.5,19449.0,18045.0,19193.0,19193.0,2767550413
2020-11-25,19193.0,19546.5,18490.5,18751.0,18751.0,2400452266
2020-11-26,18751.0,18924.5,16220.0,17165.5,17165.5,4869547159
2020-11-27,17165.5,17477.0,16460.0,17153.0,17153.0,2299039122
2020-11-28,17153.0,17874.5,16898.5,17736.5,17736.5,1356626364
2020-11-29,17736.5,18345.0,17536.5,18195.0,18195.0,1241460612
2020-11-30,18195.0,19949.0,18195.5,19714.5,19714.5,3107683217
2020-12-01,19714.5,19958.0,18140.0,18793.0,18793.0,3165344547
2020-12-02,18793.0,19351.0,18334.0,19221.5,19221.5,1729762100
2020-12-03,19221.5,19632.0,18880.5,19450.5,19450.5,1371217335
2020-12-04,19450.5,19545.0,18559.0,18658.5,18658.5,1688264359
2020-12-05,18658.5,19194.5,18503.5,19155.5,19155.5,926099520
2020-12-06,19155.5,19447.0,18880.0,19394.0,19394.0,1048486560
2020-12-07,19394.0,19450.0,18914.0,19188.0,19188.0,1038976792
2020-12-08,19188.0,19303.0,18156.5,18306.5,18306.5,1626238181
2020-12-09,18306.5,18626.5,17630.0,18533.0,18533.0,1911129220
2020-12-10,18533.0,18539.0,17925.0,18247.0,18247.0,1250055625
2020-12-11,18247.0,18286.0,17563.5,18037.5,18037.5,1868706439
2020-12-12,18037.5,18950.0,18020.0,18812.5,18812.5,1118565731
2020-12-13,18812.5,19439.0,18730.0,19172.0,19172.0,1363478354
2020-12-14,19172.0,19355.0,19007.5,19272.0,19272.0,974421380
2020-12-15,19272.0,19595.0,19055.0,19439.0,19439.0,1531807702
2020-12-16,19439.0,21604.5,19291.5,21380.0,21380.0,2906159364
2020-12-17,21380.0,23837.5,21273.5,22821.5,22821.5,5867478897
2020-12-18,22821.5,23312.5,22359.0,23134.5,23134.5,1905514933
2020-12-19,23134.5,24300.0,22780.0,23874.5,23874.5,2075861972
2020-12-20,23874.5,24350.5,23111.0,23491.0,23491.0,2109245363
2020-12-21,23491.0,24157.5,21800.0,22741.5,22741.5,3330895998
2020-12-22,22741.5,23865.0,22400.0,23835.0,23835.0,1923966495
2020-12-23,23835.0,24163.0,22590.5,23241.0,23241.0,3088958589
2020-12-24,23241.0,23795.5,22680.0,23740.0,23740.0,1922526568
2020-12-25,23740.0,24812.0,23452.0,24728.5,24728.5,2409655649
2020-12-26,24728.5,26880.0,24500.5,26490.0,26490.0,2293397405
2020-12-27,26490.0,28395.0,25848.0,26254.0,26254.0,4152651254
2020-12-28,26254.0,27495.0,26073.0,27039.5,27039.5,2222773553
2020-12-29,27039.5,27411.0,25887.0,27379.5,27379.5,2238690113
2020-12-30,27379.5,29021.0,27380.0,28907.5,28907.5,3081874067
2020-12-31,28907.5,29350.0,27941.0,28951.0,28951.0,2319304701
2021-01-01,28951.0,29717.0,28701.5,29402.5,29402.5,1838861284
2021-01-02,29402.5,33430.0,29028.5,32185.0,32185.0,4616478195
2021-01-03,32185.0,34896.0,31988.0,33062.5,33062.5,4233140121
2021-01-04,33062.5,33670.0,27650.0,32044.5,32044.5,5115041875
2021-01-05,32044.5,34600.0,29936.5,34107.5,34107.5,3831661018
2021-01-06,34107.5,37074.5,33390.5,36883.0,36883.0,4337625799
2021-01-07,36883.0,40567.0,36383.5,39487.0,39487.0,4867691089
2021-01-08,39487.0,42084.0,36595.0,40600.0,40600.0,5295943183
2021-01-09,40600.0,41495.0,38760.5,40291.5,40291.5,2903820217
2021-01-10,40291.5,41527.5,34900.0,38225.0,38225.0,4268255145
2021-01-11,38225.0,38293.0,30377.5,35390.0,35390.0,8176174490
2021-01-12,35390.0,36671.5,32555.0,34026.0,34026.0,4398254106
2021-01-13,34026.0,37800.0,32357.5,37390.5,37390.5,3490456520
2021-01-14,37390.5,40163.5,36781.5,39143.5,39143.5,3215293113
2021-01-15,39143.5,39722.0,34347.0,36734.5,36734.5,4349394468
2021-01-16,36734.5,37969.5,35420.5,36007.0,36007.0,2716337938
2021-01-17,36007.0,36852.5,33862.0,35870.0,35870.0,2787817743
2021-01-18,35870.0,37533.5,34774.5,36684.5,36684.5,2534623334
2021-01-19,36684.5,37920.0,35810.5,35898.0,35898.0,2652624979
2021-01-20,35898.0,36381.5,33333.0,35489.0,35489.0,3153189209
2021-01-21,35489.0,35598.0,29961.0,30810.5,30810.5,4827957533
2021-01-22,30810.5,33835.5,28802.0,33003.0,33003.0,4047359471
2021-01-23,33003.0,33475.0,31413.0,32090.0,32090.0,2248018972
2021-01-24,32090.0,33120.0,30936.0,32290.5,32290.5,1904546206
2021-01-25,32290.5,34872.5,31910.5,32221.0,32221.0,3037356566
2021-01-26,32221.0,32928.0,30803.0,32500.0,32500.0,2807905742
2021-01-27,32500.0,32558.5,29270.0,30381.0,30381.0,3182339546
2021-01-28,30381.0,33793.0,29880.0,33446.0,33446.0,2408020667
2021-01-29,33446.0,38730.0,31999.5,34230.0,34230.0,6550659922
2021-01-30,34230.0,34889.0,32781.0,34310.5,34310.5,2227538611
2021-01-31,34310.5,34362.0,32176.0,33101.0,33101.0,1627575811
2021-02-01,33101.0,34749.0,32318.0,33550.5,33550.5,2077088786
2021-02-02,33550.5,36051.0,33441.0,35544.5,35544.5,2226392272
2021-02-03,35544.5,37750.0,35426.0,37700.0,37700.0,2662277724
2021-02-04,37700.0,38850.0,36222.0,37030.0,37030.0,2967900059
2021-02-05,37030.0,38419.5,36605.0,38361.5,38361.5,1825963949
2021-02-06,38361.5,41027.5,38293.5,39318.5,39318.5,2745957944
2021-02-07,39318.5,39810.0,37410.5,38900.5,38900.5,2627342478
2021-02-08,38900.5,46929.0,38058.0,46417.5,46417.5,4677725938
2021-02-09,46417.5,48277.0,45073.5,46513.5,46513.5,3586243118
2021-02-10,46513.5,47495.0,43802.5,44888.0,44888.0,2946590028
2021-02-11,44888.0,48833.5,44051.5,48082.0,48082.0,3643247396
2021-02-12,48082.0,49180.0,46234.5,47485.0,47485.0,2832796323
2021-02-13,47485.0,48335.0,46250.5,47265.5,47265.5,2057217655
2021-02-14,47265.5,49876.5,47105.0,48690.5,48690.5,2608808984
2021-02-15,48690.5,49080.0,45726.0,48018.5,48018.5,2614365272
2021-02-16,48018.5,50980.0,47140.0,49199.5,49199.5,3606645741
2021-02-17,49199.5,52743.0,48949.5,52209.5,52209.5,2907233492
